OBJECTID,SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM
3001,4327    2049,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2019,2018-09-17T09:53:41.000Z
3002,4327    2050,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,3096,2018-09-17T09:53:41.000Z
3003,4327    2051,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2827,2018-09-17T09:53:41.000Z
3004,4327    2052,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3005,4327    2053,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2019,2018-09-17T09:53:41.000Z
3006,4327    2054,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,3096,2018-09-17T09:53:41.000Z
3007,4327    2055,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2827,2018-09-17T09:53:41.000Z
3008,4327    2056,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3009,4327    2057,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,3590,2018-09-17T09:53:41.000Z
3010,4327    2058,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2019,2018-09-17T09:53:41.000Z
3011,4327    2059,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3012,4327    2060,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2827,2018-09-17T09:53:41.000Z
3013,4327    2061,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,3096,2018-09-17T09:53:41.000Z
3014,4327    2062,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2019,2018-09-17T09:53:41.000Z
3015,4327    2063,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3016,4327    2064,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2019,2018-09-17T09:53:41.000Z
3017,4327    2065,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3018,4327    2066,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2827,2018-09-17T09:53:41.000Z
3019,4327    2067,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,3096,2018-09-17T09:53:41.000Z
3020,4327    2068,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2019,2018-09-17T09:53:41.000Z
3021,4327    2069,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3022,4327    2070,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2827,2018-09-17T09:53:41.000Z
3023,4327    2071,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,3096,2018-09-17T09:53:41.000Z
3024,4327    2072,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3025,4327    2073,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3026,4327    2074,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2019,2018-09-17T09:53:41.000Z
3027,4327    2075,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3028,4327    2076,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3029,4327    2077,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,3096,2018-09-17T09:53:41.000Z
3030,4327    2078,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2019,2018-09-17T09:53:41.000Z
3031,4327    2079,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1989,,1989,1,2246,216,2648,2018-09-17T09:53:41.000Z
3032,5044    0021,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,2008-11-26T00:00:00.000Z,660000,Q,1985,2014,2002,1,3050,41,8336,2018-09-17T09:53:41.000Z
3033,5044    0803,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900-01-01T00:00:00.000Z,,U,1946,,1946,1,12500,74,13984,2018-09-17T09:53:41.000Z
3034,5044    0807,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,20,0,2014-06-11T00:00:00.000Z,925000,Q,1928,2014,1973,3,16284,75,14157,2018-09-17T09:53:41.000Z
3035,5044    0808,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2004-05-27T00:00:00.000Z,740000,Q,1928,,1928,1,21472,75,40459,2018-09-17T09:53:41.000Z
3036,5044    0812,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,2018-08-24T00:00:00.000Z,7756730,Q,1942,2015,1987,2,61713,44,261477,2018-09-17T09:53:41.000Z
3037,5045E   0001,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,8,22,2003-12-23T00:00:00.000Z,0,U,1957,,1957,1,20018,21,11733,2018-09-17T09:53:41.000Z
3038,5045E   0002,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1957,2011,1961,1,1748,65,15605,2018-09-17T09:53:41.000Z
3039,5045E   0003,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,2003-04-02T00:00:00.000Z,950000,Q,1987,,1990,1,512,365,18586,2018-09-17T09:53:41.000Z
3040,5046    0062,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,6,2003-09-11T00:00:00.000Z,0,U,1941,,1941,1,2720,21,6368,2018-09-17T09:53:41.000Z
3041,5046    0062,2,1,0,Default,0,Default,CB,Concrete Block,12,,2003-09-11T00:00:00.000Z,0,U,1941,,1941,1,1520,21,6368,2018-09-17T09:53:41.000Z
3042,5046    0063,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,2016-06-24T00:00:00.000Z,314880,Q,1941,1973,1917,3,1520,28,6576,2018-09-17T09:53:41.000Z
3043,5046    0063,2,1,C,Brick/Concr,30,Average,BR,Brick,8,,2016-06-24T00:00:00.000Z,314880,Q,1941,,1950,3,2720,28,6576,2018-09-17T09:53:41.000Z
3044,5046E   0024,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2004-06-16T00:00:00.000Z,250000,U,1946,2002,1945,1,1500,41,1734,2018-09-17T09:53:41.000Z
3045,5046E   0025,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2004-06-16T00:00:00.000Z,250000,U,1946,,1953,1,1500,41,1748,2018-09-17T09:53:41.000Z
3046,5046E   0045,1,1,B,Reinf Concr,45,Good +,BR,Brick,12,1,2017-05-12T00:00:00.000Z,975000,Q,1941,,1985,2,1976,41,10000,2018-09-17T09:53:41.000Z
3047,5046E   0046,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,8,1,2002-07-02T00:00:00.000Z,500000,Q,1942,2013,1966,1,7500,51,8288,2018-09-17T09:53:41.000Z
3048,5046E   0047,1,1,C,Brick/Concr,30,Average,0,Typical,8,96,1900-01-01T00:00:00.000Z,,U,1991,,1994,1,73776,21,31393,2018-09-17T09:53:41.000Z
3049,5046E   0810,1,1,C,Brick/Concr,20,Fair,CB,Concrete Block,8,0,2011-01-28T00:00:00.000Z,0,U,1972,2011,1975,1,2280,41,16326,2018-09-17T09:53:41.000Z
3050,5047    0030,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,2007-01-22T00:00:00.000Z,4125000,U,1941,,1965,1,4834,21,7957,2018-09-17T09:53:41.000Z
3051,5047    0031,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,2007-01-22T00:00:00.000Z,4125000,U,1941,2007,1965,1,4834,21,5000,2018-09-17T09:53:41.000Z
3052,5047    0032,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,2007-01-22T00:00:00.000Z,4125000,U,1941,,1965,1,4834,21,5000,2018-09-17T09:53:41.000Z
3053,5047    0033,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,2007-01-22T00:00:00.000Z,4125000,U,1941,,1965,1,4834,21,5000,2018-09-17T09:53:41.000Z
3054,5047    0034,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,2007-01-22T00:00:00.000Z,4125000,U,1941,,1965,1,4834,21,5000,2018-09-17T09:53:41.000Z
3055,5047    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,2007-01-22T00:00:00.000Z,4125000,U,1941,,1965,1,4834,21,5000,2018-09-17T09:53:41.000Z
3056,5047    0036,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,2007-01-22T00:00:00.000Z,4125000,U,1941,,1965,1,4834,21,5000,2018-09-17T09:53:41.000Z
3057,5047    0037,1,1,C,Brick/Concr,30,Average,BR,Brick,8,8,2007-01-22T00:00:00.000Z,4125000,U,1941,2005,1965,1,4834,21,5000,2018-09-17T09:53:41.000Z
3058,5047    0038,1,1,C,Brick/Concr,30,Average,BR,Brick,8,9,2007-01-22T00:00:00.000Z,4125000,U,1941,,1965,1,4834,21,6226,2018-09-17T09:53:41.000Z
3059,5047    0039,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,0,2006-10-18T00:00:00.000Z,800000,Q,1942,,1950,1,3014,41,7520,2018-09-17T09:53:41.000Z
3060,5047    0805,1,1,C,Brick/Concr,10,Poor,BR,Brick,,1,2018-05-30T00:00:00.000Z,0,U,1950,,1957,3,7500,44,33836,2018-09-17T09:53:41.000Z
3061,5047    0806,1,1,C,Brick/Concr,10,Poor,BR,Brick,,1,2018-05-30T00:00:00.000Z,0,U,1950,,1957,3,7500,44,49801,2018-09-17T09:53:41.000Z
3062,5048    0014,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,0,1900-01-01T00:00:00.000Z,,U,1969,,1969,1,17809,81,13654,2018-09-17T09:53:41.000Z
3063,5048    0015,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900-01-01T00:00:00.000Z,,U,1978,,1978,1,4921,81,14858,2018-09-17T09:53:41.000Z
3064,5266    0047,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,1900-01-01T00:00:00.000Z,,U,1927,,1936,1,656,51,1869,2018-09-17T09:53:41.000Z
3065,5266    0048,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,1999-06-15T00:00:00.000Z,50000,U,1927,,1936,1,656,51,1758,2018-09-17T09:53:41.000Z
3066,5266    0050,1,1,C,Brick/Concr,30,Average,BR,Brick,8,7,2018-06-21T00:00:00.000Z,700000,Q,1950,,1975,3,7200,21,7980,2018-09-17T09:53:41.000Z
3067,5266    0052,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2007-10-15T00:00:00.000Z,250000,Q,1919,,1919,1,1233,81,1930,2018-09-17T09:53:41.000Z
3068,5266    0053,1,1,D,Wood/Frame,30,Average,WS,Wood Siding,8,0,2002-03-25T00:00:00.000Z,85000,Q,1915,,1915,1,3826,81,2335,2018-09-17T09:53:41.000Z
3069,5266    0054,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,8,0,2015-07-01T00:00:00.000Z,750000,U,1946,1967,1946,3,7334,62,13219,2018-09-17T09:53:41.000Z
3070,5266    0802,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,1900-01-01T00:00:00.000Z,,U,1954,,1954,1,4968,21,5250,2018-09-17T09:53:41.000Z
3071,5267    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,1900-01-01T00:00:00.000Z,,U,1953,,1953,1,5076,21,3080,2018-09-17T09:53:41.000Z
3072,5267    0045,1,1,C,Brick/Concr,30,Average,BR,Brick,8,15,2009-07-22T00:00:00.000Z,400000,U,1956,,1956,1,13280,21,7875,2018-09-17T09:53:41.000Z
3073,5267    0804,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,2016-02-29T00:00:00.000Z,0,U,1952,,1952,2,5076,21,7000,2018-09-17T09:53:41.000Z
3074,5398E   0083,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900-01-01T00:00:00.000Z,,U,1960,,1995,1,1368,41,9197,2018-09-17T09:53:41.000Z
3075,5398E   0802,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,20,,1900-01-01T00:00:00.000Z,,U,1952,1983,1973,1,9891,81,22153,2018-09-17T09:53:41.000Z
3076,5398E   0804,1,1,C,Brick/Concr,30,Average,BR,Brick,8,43,1900-01-01T00:00:00.000Z,,U,1965,2008,1985,1,47457,22,28748,2018-09-17T09:53:41.000Z
3077,5399S   0017,1,1,C,Brick/Concr,30,Average,BR,Brick,9,0,1997-11-10T00:00:00.000Z,0,U,1949,,1978,1,18444,21,27517,2018-09-17T09:53:41.000Z
3078,5399S   0019,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,1997-11-10T00:00:00.000Z,0,U,1949,,1978,1,18444,21,21963,2018-09-17T09:53:41.000Z
3079,5400    0801,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1999-04-01T00:00:00.000Z,0,U,0,,1988,1,82170,83,196626,2018-09-17T09:53:41.000Z
3080,5401    0023,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,1900-01-01T00:00:00.000Z,0,U,1939,,1973,1,28311,21,25133,2018-09-17T09:53:41.000Z
3081,5401    0050,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,1900-01-01T00:00:00.000Z,0,U,1955,,1973,1,24974,21,21024,2018-09-17T09:53:41.000Z
3082,5402    0019,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,1900-01-01T00:00:00.000Z,0,U,1940,,1973,1,11427,21,17765,2018-09-17T09:53:41.000Z
3083,5402    0023,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,18,1900-01-01T00:00:00.000Z,0,U,1940,,1948,1,20259,21,32368,2018-09-17T09:53:41.000Z
3084,5402    0024,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,1900-01-01T00:00:00.000Z,0,U,1962,,1973,1,20859,21,47289,2018-09-17T09:53:41.000Z
3085,5402    0805,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,,1900-01-01T00:00:00.000Z,0,U,0,,1957,1,12333,21,14891,2018-09-17T09:53:41.000Z
3086,5402    0806,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,1900-01-01T00:00:00.000Z,0,U,0,,1952,1,11484,21,15340,2018-09-17T09:53:41.000Z
3087,5402    0944,1,1,,,,,,,,,2003-08-18T00:00:00.000Z,0,U,2004,,2004,1,0,87,162687,2018-09-17T09:53:41.000Z
3088,5403    0802,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,1900-01-01T00:00:00.000Z,0,U,2005,,2006,1,56064,83,334075,2018-09-17T09:53:41.000Z
3089,5403    0802,2,1,C,Brick/Concr,40,Good,BR,Brick,10,,1900-01-01T00:00:00.000Z,0,U,2004,,2005,1,48384,83,334075,2018-09-17T09:53:41.000Z
3090,5403    0802,3,1,C,Brick/Concr,40,Good,BR,Brick,10,,1900-01-01T00:00:00.000Z,0,U,2005,,2006,1,43564,83,334075,2018-09-17T09:53:41.000Z
3091,5403    0802,4,1,C,Brick/Concr,40,Good,BR,Brick,10,,1900-01-01T00:00:00.000Z,0,U,2005,,2006,1,44428,83,334075,2018-09-17T09:53:41.000Z
3092,5405    0852,1,1,C,Brick/Concr,30,Average,BR,Brick,9,119,2016-09-30T00:00:00.000Z,49000000,U,1964,2000,1985,2,23520,21,155378,2018-09-17T09:53:41.000Z
3093,5409    0009,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,14,2017-03-20T00:00:00.000Z,11000000,U,1953,2002,1985,2,14656,21,9573,2018-09-17T09:53:41.000Z
3094,5409    0010,1,1,C,Brick/Concr,30,Average,BR,Brick,9,14,2017-03-20T00:00:00.000Z,11000000,U,1953,2002,1985,2,14656,21,13389,2018-09-17T09:53:41.000Z
3095,5409    0013,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,13,2017-03-20T00:00:00.000Z,11000000,U,1953,2002,1985,2,14656,21,11671,2018-09-17T09:53:41.000Z
3096,5409    0014,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,13,2017-03-20T00:00:00.000Z,11000000,U,1953,2002,1985,2,14656,21,10405,2018-09-17T09:53:41.000Z
3097,5409    0026,1,1,C,Brick/Concr,40,Good,0,Typical,9,101,2006-02-27T00:00:00.000Z,0,U,2006,,2007,1,88276,22,54434,2018-09-17T09:53:41.000Z
3098,5411    0802,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,108,2017-05-31T00:00:00.000Z,5419540,U,1941,2009,1975,2,12960,21,159943,2018-09-17T09:53:41.000Z
3099,5412    0801,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,147,2017-05-31T00:00:00.000Z,2180000,U,1941,,1975,2,9720,21,166733,2018-09-17T09:53:41.000Z
3100,5413    0802,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,114,2017-05-31T00:00:00.000Z,6032184,U,1941,,1965,2,9720,22,120846,2018-09-17T09:53:41.000Z
3101,5413N   0801,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,45,2017-05-31T00:00:00.000Z,6927586,U,1941,,1975,2,9720,21,72694,2018-09-17T09:53:41.000Z
3102,5419    0003,1,1,C,Brick/Concr,30,Average,BR,Brick,9,9,1900-01-01T00:00:00.000Z,,U,1957,,1963,1,8354,21,1693,2018-09-17T09:53:41.000Z
3103,5419    0012,1,1,C,Brick/Concr,30,Average,BR,Brick,9,14,2009-08-07T00:00:00.000Z,550000,U,1941,,1940,1,5092,21,1910,2018-09-17T09:53:41.000Z
3104,5421    0027,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,7,2016-11-29T00:00:00.000Z,518000,Q,1967,,1961,2,6432,21,6031,2018-09-17T09:53:41.000Z
3105,5422    0001,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,28,1900-01-01T00:00:00.000Z,,U,1959,,1961,1,29986,21,52849,2018-09-17T09:53:41.000Z
3106,5422    0002,1,1,C,Brick/Concr,25,Fair +,BV,Brick Veneer,9,38,1900-01-01T00:00:00.000Z,,U,1959,,1962,1,33814,21,66862,2018-09-17T09:53:41.000Z
3107,5422    0003,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,8,2001-09-13T00:00:00.000Z,,U,1959,,1965,1,9688,21,29371,2018-09-17T09:53:41.000Z
3108,5422    0004,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,2001-09-13T00:00:00.000Z,,U,1959,,1972,1,9688,21,28590,2018-09-17T09:53:41.000Z
3109,5422    0005,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,,2001-09-13T00:00:00.000Z,,U,1959,,1957,1,9688,21,32682,2018-09-17T09:53:41.000Z
3110,5422    0006,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,8,2001-09-13T00:00:00.000Z,,U,1959,,1965,1,9688,21,32352,2018-09-17T09:53:41.000Z
3111,5422    0007,1,1,C,Brick/Concr,25,Fair +,BV,Brick Veneer,9,,2001-09-13T00:00:00.000Z,,U,1959,,1983,1,9688,21,29644,2018-09-17T09:53:41.000Z
3112,5422    0008,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,2001-09-13T00:00:00.000Z,,U,1959,,1972,1,9688,21,30601,2018-09-17T09:53:41.000Z
3113,5422    0010,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,2001-09-13T00:00:00.000Z,,U,1959,,1957,1,4816,21,10451,2018-09-17T09:53:41.000Z
3114,5422    0013,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,,2001-09-13T00:00:00.000Z,,U,1959,,1957,1,9670,21,22294,2018-09-17T09:53:41.000Z
3115,5422    0016,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,2001-09-13T00:00:00.000Z,,U,1959,,1967,1,4816,29,17201,2018-09-17T09:53:41.000Z
3116,5422    0017,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2001-09-13T00:00:00.000Z,,U,1959,,1965,1,8890,29,30625,2018-09-17T09:53:41.000Z
3117,5422    0019,1,1,C,Brick/Concr,30,Average,BR,Brick,8,19,2001-09-13T00:00:00.000Z,,U,1959,,1959,1,19758,21,49951,2018-09-17T09:53:41.000Z
3118,5423    0001,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,1900-01-01T00:00:00.000Z,,U,1945,,1952,1,11543,21,17889,2018-09-17T09:53:41.000Z
3119,5423    0002,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,16,1900-01-01T00:00:00.000Z,,U,1945,,1962,1,14784,21,26256,2018-09-17T09:53:41.000Z
3120,5423    0003,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,16,1900-01-01T00:00:00.000Z,,U,1945,,1960,1,15071,21,39356,2018-09-17T09:53:41.000Z
3121,5423    0004,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,20,1900-01-01T00:00:00.000Z,,U,1945,,1960,1,23556,21,49699,2018-09-17T09:53:41.000Z
3122,5423    0005,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,30,1900-01-01T00:00:00.000Z,,U,1945,,1966,1,21624,21,34506,2018-09-17T09:53:41.000Z
3123,5423    0006,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,35,1987-12-02T00:00:00.000Z,0,U,1945,,1963,1,25506,21,40654,2018-09-17T09:53:41.000Z
3124,3592    0002,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,22,,2015-08-05T00:00:00.000Z,3150000,U,1930,,1960,2,2800,41,2500,2018-09-17T09:53:41.000Z
3125,3592    0006,1,1,C,Brick/Concr,35,Average +,BV,Brick Veneer,28,,2015-08-05T00:00:00.000Z,0,U,1930,,1982,2,2800,75,2500,2018-09-17T09:53:41.000Z
3126,3592    0007,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,22,,1900-01-01T00:00:00.000Z,,U,1930,,1976,1,6200,75,2500,2018-09-17T09:53:41.000Z
3127,3592    0009,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,28,,2015-08-05T00:00:00.000Z,0,U,1930,,1980,4,5600,75,2500,2018-09-17T09:53:41.000Z
3128,3592    0012,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,28,,2002-06-10T00:00:00.000Z,645000,U,1930,,1980,1,6200,75,2500,2018-09-17T09:53:41.000Z
3129,2704    0059,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2016-02-23T00:00:00.000Z,2050000,U,1928,,1995,2,750,41,1200,2018-09-17T09:53:41.000Z
3130,2704    0060,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2016-02-23T00:00:00.000Z,2050000,U,1922,,1995,2,750,45,1200,2018-09-17T09:53:41.000Z
3131,2704    0061,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2016-02-23T00:00:00.000Z,2050000,U,1922,,1995,2,750,41,1200,2018-09-17T09:53:41.000Z
3132,2704    0064,1,1,C,Brick/Concr,0,Default,0,Typical,12,,1900-01-01T00:00:00.000Z,,U,1930,,1956,1,13145,49,25153,2018-09-17T09:53:41.000Z
3133,2704    0064,2,1,0,Default,0,Default,BR,Brick,34,,1900-01-01T00:00:00.000Z,,U,1924,,1924,1,18390,49,25153,2018-09-17T09:53:41.000Z
3134,2704    0824,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2016-02-23T00:00:00.000Z,2050000,U,1922,,1995,2,750,41,750,2018-09-17T09:53:41.000Z
3135,2704    0828,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2012-01-19T00:00:00.000Z,810000,U,1924,,1970,1,720,45,698,2018-09-17T09:53:41.000Z
3136,2704    0830,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2012-01-19T00:00:00.000Z,810000,U,1924,,1980,1,675,41,675,2018-09-17T09:53:41.000Z
3137,2704    0831,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2012-01-19T00:00:00.000Z,810000,U,1924,,1975,1,675,41,675,2018-09-17T09:53:41.000Z
3138,3094    0039,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,3,2005-01-14T00:00:00.000Z,495000,Q,1890,2010,1987,1,2941,49,1930,2018-09-17T09:53:41.000Z
3139,3094    0046,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,2013-03-25T00:00:00.000Z,525000,Q,1890,,1977,1,1980,59,840,2018-09-17T09:53:41.000Z
3140,3094    0080,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,1900-01-01T00:00:00.000Z,,U,1900,,1972,1,2346,89,2838,2018-09-17T09:53:41.000Z
3141,3094    0080,2,1,0,Default,0,Default,BR,Brick,12,,1900-01-01T00:00:00.000Z,,U,1900,,1919,1,2796,89,2838,2018-09-17T09:53:41.000Z
3142,3095    0077,1,1,C,Brick/Concr,40,Good,0,Typical,18,,2002-05-03T00:00:00.000Z,7500000,Q,1965,1979,1992,1,45046,52,72894,2018-09-17T09:53:41.000Z
3143,3095    0821,1,1,C,Brick/Concr,40,Good,BR,Brick,8,6,2011-09-26T00:00:00.000Z,850000,U,1910,2013,1965,1,5552,28,2748,2018-09-17T09:53:41.000Z
3144,3095    0826,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,2005-06-21T00:00:00.000Z,0,U,1907,1970,1972,1,8400,34,8315,2018-09-17T09:53:41.000Z
