OBJECTID,SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM
6882,2841    0115,1,1,C,Brick/Concr,20,Fair,BR,Brick,20,8,2013-01-15T00:00:00.000Z,0,U,0,2011,1957,1,7715,21,4017,2018-09-17T09:53:41.000Z
6883,2842    0111,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900-01-01T00:00:00.000Z,,U,0,,1957,1,5041,41,6725,2018-09-17T09:53:41.000Z
6884,2842    0112,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,13,2017-01-31T00:00:00.000Z,3250000,Q,1922,,1982,2,9276,21,7418,2018-09-17T09:53:41.000Z
6885,2843    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,10,12,1900-01-01T00:00:00.000Z,,U,1950,2004,1995,1,17157,27,9382,2018-09-17T09:53:41.000Z
6886,2843    0010,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,21,2011-12-09T00:00:00.000Z,3700000,Q,1917,2012,2000,1,31144,21,16250,2018-09-17T09:53:41.000Z
6887,2843    0012,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,18,,1900-01-01T00:00:00.000Z,,U,0,,1950,1,7142,84,9770,2018-09-17T09:53:41.000Z
6888,2843    0035,1,1,C,Brick/Concr,40,Good,BR,Brick,10,5,2017-03-10T00:00:00.000Z,0,U,1905,2013,1975,3,4954,49,4276,2018-09-17T09:53:41.000Z
6889,2843    0037,1,1,C,Brick/Concr,40,Good,0,Typical,8,7,1999-10-28T00:00:00.000Z,0,U,1905,2007,1986,1,5512,29,4449,2018-09-17T09:53:41.000Z
6890,2843    0077,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2010-09-16T00:00:00.000Z,0,U,0,,1971,1,6174,49,4763,2018-09-17T09:53:41.000Z
6891,2594    2087,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,1,2014-05-06T00:00:00.000Z,645000,Q,1922,,1990,3,1303,48,329,2018-09-17T09:53:41.000Z
6892,2594    2088,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,56,1900-01-01T00:00:00.000Z,,U,1922,1979,1998,1,3406,48,809,2018-09-17T09:53:41.000Z
6893,2595    0200,1,1,C,Brick/Concr,30,Average,BR,Brick,9,35,2010-05-06T00:00:00.000Z,0,U,1910,,1980,1,24905,21,8205,2018-09-17T09:53:41.000Z
6894,2595    0634,1,1,C,Brick/Concr,30,Average,BR,Brick,9,16,1900-01-01T00:00:00.000Z,,U,0,,1952,1,24900,27,8238,2018-09-17T09:53:41.000Z
6895,2595    0676,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2012-05-09T00:00:00.000Z,0,U,1913,,1980,1,2718,42,900,2018-09-17T09:53:41.000Z
6896,2595    0677,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2007-05-01T00:00:00.000Z,730000,U,1913,,1975,1,2514,46,900,2018-09-17T09:53:41.000Z
6897,2595    0678,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2012-01-19T00:00:00.000Z,0,U,1913,,1985,1,2165,46,900,2018-09-17T09:53:41.000Z
6898,2595    0681,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,2017-10-04T00:00:00.000Z,750000,Q,1913,,1986,2,2781,89,1493,2018-09-17T09:53:41.000Z
6899,2595    0688,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2017-11-20T00:00:00.000Z,1200000,U,1913,,1985,2,2163,42,1030,2018-09-17T09:53:41.000Z
6900,2595    0802,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2002-11-07T00:00:00.000Z,400000,Q,1939,,1980,1,4052,41,2338,2018-09-17T09:53:41.000Z
6901,2595    0809,1,1,C,Brick/Concr,30,Average,BR,Brick,9,19,2010-10-29T00:00:00.000Z,12110814,U,1919,,1980,1,17260,21,4800,2018-09-17T09:53:41.000Z
6902,2595    0810,1,1,C,Brick/Concr,30,Average,BR,Brick,9,29,2016-12-27T00:00:00.000Z,3800000,Q,1921,,1980,3,30650,21,8832,2018-09-17T09:53:41.000Z
6903,2595    0826,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900-01-01T00:00:00.000Z,,U,1930,2006,1978,1,4356,41,2054,2018-09-17T09:53:41.000Z
6904,2595    0829,1,1,C,Brick/Concr,30,Average,BR,Brick,9,44,2013-05-23T00:00:00.000Z,3657143,U,1936,,1980,1,43342,22,4906,2018-09-17T09:53:41.000Z
6905,2595    0830,1,1,C,Brick/Concr,30,Average,SV,Stone Veneer,14,,1900-01-01T00:00:00.000Z,,U,1932,,1975,1,15970,86,16576,2018-09-17T09:53:41.000Z
6906,2595    0832,1,1,C,Brick/Concr,40,Good,BR,Brick,9,64,2013-05-23T00:00:00.000Z,5342857,Q,1950,,1970,1,48690,22,10408,2018-09-17T09:53:41.000Z
6907,2595    0833,1,1,C,Brick/Concr,20,Fair,BR,Brick,12,,1900-01-01T00:00:00.000Z,,U,1936,,1975,1,11552,41,7806,2018-09-17T09:53:41.000Z
6908,2595    1036,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2003-04-21T00:00:00.000Z,250000,Q,1921,,1980,1,2456,42,1935,2018-09-17T09:53:41.000Z
6909,2595    1037,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2014-10-15T00:00:00.000Z,0,U,1921,2018,1980,2,2380,42,1529,2018-09-17T09:53:41.000Z
6910,2595    1038,1,1,C,Brick/Concr,30,Average,BR,Brick,9,16,2007-12-24T00:00:00.000Z,0,U,1921,,1985,1,12560,21,3308,2018-09-17T09:53:41.000Z
6911,2595    1055,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,34,2013-06-13T00:00:00.000Z,4137000,U,1912,2014,2014,1,58040,21,18957,2018-09-17T09:53:41.000Z
6912,2595    1056,1,1,HR,High Rise,55,Very Good +,S,Stone,20,85,1900-01-01T00:00:00.000Z,0,U,2017,,2017,1,59931,22,14715,2018-09-17T09:53:41.000Z
6913,2595    1057,1,1,C,Brick/Concr,20,Fair,BR,Brick,12,,1900-01-01T00:00:00.000Z,0,U,1921,,1970,1,7332,59,3998,2018-09-17T09:53:41.000Z
6914,2595    2015,1,1,C,Brick/Concr,40,Good,BR,Brick,9,1,2007-02-08T00:00:00.000Z,0,U,1915,2006,2006,1,1050,48,550,2018-09-17T09:53:41.000Z
6915,2595    2016,1,1,C,Brick/Concr,40,Good,BR,Brick,9,1,2007-02-08T00:00:00.000Z,0,U,1915,2006,2006,1,2378,48,1038,2018-09-17T09:53:41.000Z
6916,2595    2017,1,1,C,Brick/Concr,40,Good,BR,Brick,9,1,2007-02-08T00:00:00.000Z,0,U,1915,2006,2006,1,565,48,246,2018-09-17T09:53:41.000Z
6917,2595    2018,1,1,0,Default,0,Default,0,Typical,,1,2010-08-05T00:00:00.000Z,323075,Q,2009,,2009,1,801,48,699,2018-09-17T09:53:41.000Z
6918,2595    2019,1,1,0,Default,0,Default,0,Typical,,1,2017-08-07T00:00:00.000Z,203640,U,2009,,2009,3,527,48,484,2018-09-17T09:53:41.000Z
6919,2596    0638,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2007-01-16T00:00:00.000Z,0,U,1910,,1980,1,3168,51,1434,2018-09-17T09:53:41.000Z
6920,2596    0639,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2014-11-14T00:00:00.000Z,925000,Q,1910,,1980,3,3232,59,1624,2018-09-17T09:53:41.000Z
6921,2596    0640,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1997-10-21T00:00:00.000Z,0,U,1910,,1980,1,3168,49,1813,2018-09-17T09:53:41.000Z
6922,2596    0641,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1900-01-01T00:00:00.000Z,,U,1910,,1980,1,3232,49,1569,2018-09-17T09:53:41.000Z
6923,2596    0644,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,2004-07-23T00:00:00.000Z,705000,U,1910,2006,1990,1,3657,49,1886,2018-09-17T09:53:41.000Z
6924,2596    0648,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1900-01-01T00:00:00.000Z,,U,1910,2005,1980,1,3532,42,1874,2018-09-17T09:53:41.000Z
6925,2596    0649,1,1,C,Brick/Concr,20,Fair,BR,Brick,10,,2014-04-07T00:00:00.000Z,0,U,1910,,1975,1,4109,42,1755,2018-09-17T09:53:41.000Z
6926,2596    0650,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,1998-06-22T00:00:00.000Z,0,U,1910,,1980,1,3952,49,1436,2018-09-17T09:53:41.000Z
6927,2596    0873,1,1,C,Brick/Concr,25,Fair +,BR,Brick,10,,2007-08-09T00:00:00.000Z,1600000,U,1910,,1980,1,6337,49,2638,2018-09-17T09:53:41.000Z
6928,2596    0880,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900-01-01T00:00:00.000Z,,U,1923,,1980,1,1482,41,1309,2018-09-17T09:53:41.000Z
6929,2596    0881,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2017-01-05T00:00:00.000Z,65000,U,1923,2008,1998,2,4908,51,3003,2018-09-17T09:53:41.000Z
6930,5548    0105,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,6,2005-02-07T00:00:00.000Z,220000,Q,1955,,1961,1,3978,21,4603,2018-09-17T09:53:41.000Z
6931,5548    0112,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2013-05-06T00:00:00.000Z,1745333,Q,1965,,1965,1,12024,21,28000,2018-09-17T09:53:41.000Z
6932,5548    0112,2,1,C,Brick/Concr,30,Average,BR,Brick,12,12,2013-05-06T00:00:00.000Z,1745333,Q,1965,,1970,1,12024,21,28000,2018-09-17T09:53:41.000Z
6933,5548    0113,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,2013-05-06T00:00:00.000Z,1745333,Q,1965,,1965,1,11016,21,28089,2018-09-17T09:53:41.000Z
6934,5548    0113,2,1,C,Brick/Concr,30,Average,BR,Brick,12,12,2013-05-06T00:00:00.000Z,1745333,Q,1965,,1970,1,11016,21,28089,2018-09-17T09:53:41.000Z
6935,5548    0810,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,6,2001-04-06T00:00:00.000Z,90000,Q,1953,2002,1970,1,3888,21,5640,2018-09-17T09:53:41.000Z
6936,5549    0047,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,9,2002-07-30T00:00:00.000Z,300000,Q,1939,,1960,1,9000,21,8160,2018-09-17T09:53:41.000Z
6937,5549    0048,1,1,C,Brick/Concr,30,Average,BR,Brick,9,9,2005-01-12T00:00:00.000Z,555000,Q,1939,2004,1960,1,7500,21,6383,2018-09-17T09:53:41.000Z
6938,5549    0050,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,6,2013-07-16T00:00:00.000Z,117030,U,1957,,1965,1,4080,21,7373,2018-09-17T09:53:41.000Z
6939,5549    0808,1,1,C,Brick/Concr,40,Good,BR,Brick,14,1,1900-01-01T00:00:00.000Z,,U,1947,,1955,1,50100,89,56598,2018-09-17T09:53:41.000Z
6940,5550    0026,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,22,2002-12-09T00:00:00.000Z,450000,Q,1942,,1962,1,18927,21,7924,2018-09-17T09:53:41.000Z
6941,5550    0808,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,1900-01-01T00:00:00.000Z,,U,1939,1962,1972,1,7857,81,38288,2018-09-17T09:53:41.000Z
6942,5550    0808,2,1,C,Brick/Concr,30,Average,SU,Stucco,27,,1900-01-01T00:00:00.000Z,,U,1939,,1972,1,7251,81,38288,2018-09-17T09:53:41.000Z
6943,6120N   0814,3,1,C,Brick/Concr,30,Average,BR,Brick,9,33,2006-11-24T00:00:00.000Z,0,U,1944,1988,1973,1,24834,21,88756,2018-09-17T09:53:41.000Z
6944,6123    0076,1,1,C,Brick/Concr,30,Average,BR,Brick,9,16,2001-09-13T00:00:00.000Z,,U,1954,,1965,1,17010,21,38369,2018-09-17T09:53:41.000Z
6945,6123    0077,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2001-09-13T00:00:00.000Z,,U,1954,1978,1965,1,12848,21,28446,2018-09-17T09:53:41.000Z
6946,6124    0041,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,1900-01-01T00:00:00.000Z,0,U,1954,1978,1965,1,13006,21,31647,2018-09-17T09:53:41.000Z
6947,6124    0042,1,1,C,Brick/Concr,30,Average,BR,Brick,9,10,1900-01-01T00:00:00.000Z,0,U,1954,1978,1965,1,12360,21,24439,2018-09-17T09:53:41.000Z
6948,6124    0043,1,1,C,Brick/Concr,30,Average,BR,Brick,9,8,1900-01-01T00:00:00.000Z,0,U,1954,1978,1965,1,8660,21,20642,2018-09-17T09:53:41.000Z
6949,6124    0044,1,1,C,Brick/Concr,30,Average,BR,Brick,8,12,1900-01-01T00:00:00.000Z,0,U,1954,1978,1965,1,13060,21,26642,2018-09-17T09:53:41.000Z
6950,6124    0045,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2001-09-13T00:00:00.000Z,,U,0,,1977,1,232956,83,447780,2018-09-17T09:53:41.000Z
6951,6126    0803,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,8,1900-01-01T00:00:00.000Z,,U,1952,1992,1972,1,8226,21,7296,2018-09-17T09:53:41.000Z
6952,6128N   0038,1,1,C,Brick/Concr,30,Average,BR,Brick,9,28,2013-08-05T00:00:00.000Z,805000,U,1944,,1951,1,20250,21,31465,2018-09-17T09:53:41.000Z
6953,6128N   0053,1,1,C,Brick/Concr,30,Average,BR,Brick,8,36,1998-07-10T00:00:00.000Z,0,U,1965,,1970,1,35340,21,40538,2018-09-17T09:53:41.000Z
6954,6129    0076,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,24,2017-07-12T00:00:00.000Z,0,U,1943,,1950,5,32109,21,22428,2018-09-17T09:53:41.000Z
6955,6129    0077,1,1,C,Brick/Concr,30,Average,BR,Brick,9,24,2014-03-07T00:00:00.000Z,1110000,Q,1944,,1980,1,20568,21,19047,2018-09-17T09:53:41.000Z
6956,6129    0078,1,1,B,Reinf Concr,30,Average,BR,Brick,12,1,2004-12-14T00:00:00.000Z,0,U,1948,,1967,1,10004,49,27890,2018-09-17T09:53:41.000Z
6957,6129    0078,2,1,C,Brick/Concr,30,Average,BR,Brick,8,1,2004-12-14T00:00:00.000Z,0,U,1948,,1967,1,12136,49,27890,2018-09-17T09:53:41.000Z
6958,6129    0079,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900-01-01T00:00:00.000Z,,U,1948,2001,1966,1,2075,41,2548,2018-09-17T09:53:41.000Z
6959,6129    0080,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,19,2013-03-18T00:00:00.000Z,2768000,U,1961,,1961,1,16865,21,16193,2018-09-17T09:53:41.000Z
6960,6129    0811,1,1,C,Brick/Concr,40,Good,BR,Brick,8,18,2010-08-26T00:00:00.000Z,10218855,U,1953,,1980,1,18767,21,9692,2018-09-17T09:53:41.000Z
6961,6129    0818,1,1,C,Brick/Concr,20,Fair,BR,Brick,8,7,2018-02-01T00:00:00.000Z,619000,Q,1962,,1966,3,5168,21,5000,2018-09-17T09:53:41.000Z
6962,6129    0819,1,1,C,Brick/Concr,30,Average,BR,Brick,9,11,2013-07-10T00:00:00.000Z,500000,Q,0,,1971,1,8424,21,20271,2018-09-17T09:53:41.000Z
6963,6129    0822,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,1900-01-01T00:00:00.000Z,,U,1953,2000,1979,1,9600,51,36719,2018-09-17T09:53:41.000Z
6964,6129    0825,1,1,A,Struct Steel,30,Average,BV,Brick Veneer,16,,2011-03-25T00:00:00.000Z,0,U,1949,1958,1977,1,35377,81,44966,2018-09-17T09:53:41.000Z
6965,6149    0801,1,1,C,Brick/Concr,30,Average,BR,Brick,9,10,1900-01-01T00:00:00.000Z,,U,1956,,1970,1,6543,21,7309,2018-09-17T09:53:41.000Z
6966,6149    0802,1,1,C,Brick/Concr,40,Good,BR,Brick,12,2,2016-08-01T00:00:00.000Z,790000,U,1937,2017,1996,2,3126,49,2850,2018-09-17T09:53:41.000Z
6967,6150    0007,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,2006-08-21T00:00:00.000Z,385000,Q,1952,2012,1984,1,1652,41,11093,2018-09-17T09:53:41.000Z
6968,6150    0808,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,2016-08-15T00:00:00.000Z,450000,Q,1942,2014,1987,5,2520,41,4210,2018-09-17T09:53:41.000Z
6969,6150    0816,1,1,C,Brick/Concr,20,Fair,C,Concrete,12,1,1900-01-01T00:00:00.000Z,,U,1955,,1955,1,7344,41,7501,2018-09-17T09:53:41.000Z
6970,6150    0817,1,1,C,Brick/Concr,30,Average,BR,Brick,12,0,1900-01-01T00:00:00.000Z,,U,1946,2015,1982,1,7200,42,6950,2018-09-17T09:53:41.000Z
6971,6150    2001,1,1,0,Default,0,Default,0,Typical,,1,1900-01-01T00:00:00.000Z,0,U,2016,,2016,1,73040,217,30287,2018-09-17T09:53:41.000Z
6972,6150    2002,1,1,0,Default,0,Default,0,Typical,0,1,2015-12-28T00:00:00.000Z,600000,U,2016,,2016,2,1831,48,992,2018-09-17T09:53:41.000Z
6973,6150    2003,1,1,0,Default,0,Default,0,Typical,0,1,2015-12-28T00:00:00.000Z,600000,U,2016,,2016,2,1757,48,962,2018-09-17T09:53:41.000Z
6974,6150    2004,1,1,0,Default,0,Default,0,Typical,,1,2015-12-28T00:00:00.000Z,600000,U,2016,,2016,2,1720,48,932,2018-09-17T09:53:41.000Z
6975,6151    0038,1,1,C,Brick/Concr,30,Average,0,Typical,9,12,2013-06-19T00:00:00.000Z,675000,Q,1965,,1965,1,9402,21,9556,2018-09-17T09:53:41.000Z
6976,6151    0040,1,1,C,Brick/Concr,20,Fair,BR,Brick,20,,2016-11-16T00:00:00.000Z,500000,U,1927,1963,1967,3,2912,81,2988,2018-09-17T09:53:41.000Z
6977,6151    0808,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2016-12-29T00:00:00.000Z,0,U,1939,,1980,4,2898,41,4889,2018-09-17T09:53:41.000Z
6978,6151    0812,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,2007-10-16T00:00:00.000Z,700000,Q,1952,,1975,1,9525,26,9117,2018-09-17T09:53:41.000Z
6979,6151    0813,1,1,A,Struct Steel,30,Average,BV,Brick Veneer,9,21,2016-09-21T00:00:00.000Z,0,U,1953,,1965,2,14418,21,10112,2018-09-17T09:53:41.000Z
6980,6152    0057,1,1,C,Brick/Concr,30,Average,BR,Brick,8,12,2016-08-19T00:00:00.000Z,598500,U,1953,,1980,5,8664,21,10037,2018-09-17T09:53:41.000Z
6981,6152    0058,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,1998-04-14T00:00:00.000Z,0,U,1964,,1984,1,9828,21,10406,2018-09-17T09:53:41.000Z
6982,6152    0059,1,1,C,Brick/Concr,30,Average,0,Typical,9,14,2009-09-28T00:00:00.000Z,580000,U,1965,,1970,1,11904,21,11414,2018-09-17T09:53:41.000Z
6983,6152    0061,1,1,C,Brick/Concr,30,Average,BR,Brick,9,9,1900-01-01T00:00:00.000Z,,U,1965,,1968,1,9537,21,9297,2018-09-17T09:53:41.000Z
6984,6152    0062,1,1,C,Brick/Concr,30,Average,BR,Brick,8,9,1900-01-01T00:00:00.000Z,,U,1966,,1966,1,9497,21,9667,2018-09-17T09:53:41.000Z
6985,6152    0808,1,1,C,Brick/Concr,30,Average,0,Typical,9,8,2017-02-16T00:00:00.000Z,580000,Q,1963,,1967,3,7528,21,6115,2018-09-17T09:53:41.000Z
6986,6152    0811,1,1,C,Brick/Concr,30,Average,BR,Brick,8,24,2000-11-20T00:00:00.000Z,0,U,1963,,1963,1,12420,21,27930,2018-09-17T09:53:41.000Z
6987,6152    0811,2,1,0,Default,0,Default,BR,Brick,12,,2000-11-20T00:00:00.000Z,0,U,1963,,1963,1,12420,21,27930,2018-09-17T09:53:41.000Z
6988,6152    0812,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2017-04-20T00:00:00.000Z,500000,Q,1953,,1970,6,4170,21,4094,2018-09-17T09:53:41.000Z
6989,6153    0019,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,6,2001-09-21T00:00:00.000Z,150000,Q,1953,,1980,1,4968,21,4129,2018-09-17T09:53:41.000Z
6990,6153    0025,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,6,2013-01-30T00:00:00.000Z,515000,U,1952,,1970,1,7280,21,2500,2018-09-17T09:53:41.000Z
6991,6153    0069,1,1,C,Brick/Concr,30,Average,0,Typical,9,9,1900-01-01T00:00:00.000Z,,U,1966,,1970,1,3840,21,6583,2018-09-17T09:53:41.000Z
6992,6153    0802,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,9,15,2008-04-09T00:00:00.000Z,228276,U,1962,2008,2000,1,14280,21,14428,2018-09-17T09:53:41.000Z
6993,6153    0805,1,1,C,Brick/Concr,30,Average,0,Typical,9,11,2012-12-03T00:00:00.000Z,360000,Q,1946,,1975,1,7884,21,6250,2018-09-17T09:53:41.000Z
6994,5813    0026,1,1,C,Brick/Concr,40,Good,BR,Brick,9,18,1900-01-01T00:00:00.000Z,,U,1952,,1953,1,13204,21,39717,2018-09-17T09:53:41.000Z
6995,5813    0027,1,1,C,Brick/Concr,40,Good,BR,Brick,9,19,1900-01-01T00:00:00.000Z,,U,1952,,1954,1,20272,21,26825,2018-09-17T09:53:41.000Z
6996,6170    0055,1,1,C,Brick/Concr,30,Average,BR,Brick,8,24,1900-01-01T00:00:00.000Z,0,U,1943,,2017,1,17568,21,13125,2018-09-17T09:53:41.000Z
6997,6170S   0035,1,1,C,Brick/Concr,40,Good,0,Typical,9,12,2010-03-31T00:00:00.000Z,0,U,1953,2006,1986,1,11240,21,5500,2018-09-17T09:53:41.000Z
6998,6170S   0036,1,1,C,Brick/Concr,30,Average,BR,Brick,9,14,2017-03-15T00:00:00.000Z,1020000,U,1953,2004,1985,5,8430,21,6500,2018-09-17T09:53:41.000Z
6999,6170S   0037,1,1,C,Brick/Concr,30,Average,BR,Brick,18,,2005-05-23T00:00:00.000Z,781620,U,1963,,1987,1,3015,61,36000,2018-09-17T09:53:41.000Z
7000,6170S   0038,1,1,C,Brick/Concr,30,Average,BR,Brick,20,,1900-01-01T00:00:00.000Z,,U,1956,,1981,1,2450,81,18000,2018-09-17T09:53:41.000Z
8001,3028    0058,1,1,C,Brick/Concr,40,Good,BR,Brick,,32,2016-03-04T00:00:00.000Z,324930,U,2016,,2016,2,26350,22,5756,2018-09-17T09:53:41.000Z
8002,3028    0809,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2016-09-16T00:00:00.000Z,1475000,Q,1910,,1929,3,5861,89,3117,2018-09-17T09:53:41.000Z
8003,3028    0813,1,1,C,Brick/Concr,30,Average,BR,Brick,8,56,2011-01-04T00:00:00.000Z,8200000,U,1928,2013,1982,1,48264,22,10966,2018-09-17T09:53:41.000Z
8004,3028    0814,1,1,C,Brick/Concr,30,Average,BR,Brick,8,51,2011-01-04T00:00:00.000Z,8200000,U,1927,2013,1981,1,43955,22,13051,2018-09-17T09:53:41.000Z
8005,3028    2005,1,1,C,Brick/Concr,35,Average +,0,Typical,12,1,2015-05-19T00:00:00.000Z,549000,Q,2016,,2016,1,2362,48,365,2018-09-17T09:53:41.000Z
8006,3029    0017,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,21,2012-10-04T00:00:00.000Z,2100000,Q,0,,1979,1,15119,21,6850,2018-09-17T09:53:41.000Z
8007,3029    0018,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2014-04-18T00:00:00.000Z,550000,Q,1912,,1972,1,1539,49,998,2018-09-17T09:53:41.000Z
8008,3029    0019,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2013-06-14T00:00:00.000Z,0,U,1912,,1972,1,1167,42,1110,2018-09-17T09:53:41.000Z
8009,3029    0020,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2015-09-21T00:00:00.000Z,0,U,1912,,1972,4,4083,45,1839,2018-09-17T09:53:41.000Z
8010,3029    0024,1,1,C,Brick/Concr,30,Average,BR,Brick,20,,1900-01-01T00:00:00.000Z,,U,1909,,1972,1,2095,81,3000,2018-09-17T09:53:41.000Z
8011,3029    0024,2,1,0,Default,0,Default,BR,Brick,12,,1900-01-01T00:00:00.000Z,,U,1909,,1919,1,1983,81,3000,2018-09-17T09:53:41.000Z
8012,3029    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1900-01-01T00:00:00.000Z,,U,1920,,1972,1,580,46,630,2018-09-17T09:53:41.000Z
8013,3029    0806,1,1,C,Brick/Concr,35,Average +,BV,Brick Veneer,10,,2009-07-28T00:00:00.000Z,0,U,1900,,1929,1,2263,59,852,2018-09-17T09:53:41.000Z
8014,3354    0027,1,1,C,Brick/Concr,30,Average,BR,Brick,10,1,1900-01-01T00:00:00.000Z,0,U,1965,2016,1992,1,7200,41,17419,2018-09-17T09:53:41.000Z
8015,3354    0027,2,1,C,Brick/Concr,30,Average,BR,Brick,10,,1900-01-01T00:00:00.000Z,0,U,1965,2016,2004,1,864,41,17419,2018-09-17T09:53:41.000Z
8016,5860    0938,1,1,D,Wood/Frame,20,Fair,WS,Wood Siding,10,,1900-01-01T00:00:00.000Z,,U,1962,,1967,1,1924,89,40673,2018-09-17T09:53:41.000Z
8017,5860    0959,1,1,C,Brick/Concr,30,Average,0,Typical,9,11,2015-07-13T00:00:00.000Z,0,U,1964,,1972,2,9168,21,13453,2018-09-17T09:53:41.000Z
8018,5860    1036,1,1,C,Brick/Concr,10,Poor,BR,Brick,,1,2014-08-18T00:00:00.000Z,2850000,U,1966,,1971,3,1918,62,8772,2018-09-17T09:53:41.000Z
8019,5861    0089,1,1,S,Metal,30,Average,MS,Metal Siding,10,1,2015-10-26T00:00:00.000Z,0,U,2002,,2002,3,37152,83,77530,2018-09-17T09:53:41.000Z
8020,5861    0090,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,8,1,2002-10-03T00:00:00.000Z,6350000,U,2002,,2004,1,24430,51,46632,2018-09-17T09:53:41.000Z
8021,5861    0987,1,1,C,Brick/Concr,45,Good +,BR,Brick,20,1,2000-12-12T00:00:00.000Z,0,U,2000,,2002,1,11475,81,15547,2018-09-17T09:53:41.000Z
8022,5861    0991,1,1,C,Brick/Concr,30,Average,0,Typical,16,0,1900-01-01T00:00:00.000Z,0,U,1966,,1967,1,1731,62,116239,2018-09-17T09:53:41.000Z
8023,5862    0135,1,1,C,Brick/Concr,50,Very Good,BR,Brick,14,,1900-01-01T00:00:00.000Z,0,U,0,,1942,1,2320,87,179689,2018-09-17T09:53:41.000Z
8024,5862    0136,1,1,C,Brick/Concr,30,Average,BR,Brick,14,,2005-02-15T00:00:00.000Z,0,U,1943,1986,1972,1,6350,89,26036,2018-09-17T09:53:41.000Z
8025,5862    0137,1,1,C,Brick/Concr,25,Fair +,BR,Brick,9,8,2001-09-13T00:00:00.000Z,,U,1942,,1970,1,8654,21,17001,2018-09-17T09:53:41.000Z
8026,5862    0138,1,1,C,Brick/Concr,25,Fair +,BR,Brick,9,6,2001-09-13T00:00:00.000Z,,U,1942,,1970,1,6048,21,15229,2018-09-17T09:53:41.000Z
